"order_id";"order_create_date";"order_pickup_date";"order_pickup_store";"pickup_store_name";"pickup_store_address";"pickup_store_phone";"pickup_store_city";"pickup_store_state";"order_return_date";"order_return_store";"return_store_name";"return_store_address";"return_store_phone";"return_store_city";"return_store_state"
352;"20060617";"20060617";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060624";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
353;"20060618";"20060618";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria";"20060626";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria"
354;"20060619";"20060620";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria";"20060624";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
355;"20060620";"20060620";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria";"20060624";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
356;"20060621";"20060624";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria";"20060629";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
357;"20060622";"20060622";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria";"20060627";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
358;"20060623";"20060624";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria";"20060712";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
359;"20060624";"20060624";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060715";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
360;"20060625";"20060626";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria";"20060713";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
361;"20060626";"20060626";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20060706";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
362;"20060627";"20060628";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales";"20060708";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
363;"20060628";"20060628";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20060704";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
364;"20060629";"20060629";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20060810";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
365;"20060630";"20060630";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20060704";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
366;"20060701";"20060704";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060706";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
367;"20060702";"20060702";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20060713";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
368;"20060703";"20060704";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales";"20060710";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
369;"20060704";"20060704";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060710";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
370;"20060705";"20060706";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20060726";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
371;"20060706";"20060706";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060712";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
372;"20060707";"20060710";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060712";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales"
373;"20060708";"20060708";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20060712";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
374;"20060709";"20060710";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060717";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
375;"20060710";"20060710";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060714";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
376;"20060711";"20060712";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20060718";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland"
377;"20060712";"20060712";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060717";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
378;"20060713";"20060713";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20060716";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
379;"20060714";"20060714";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060722";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
380;"20060715";"20060716";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060724";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
381;"20060716";"20060716";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060721";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
382;"20060717";"20060717";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060721";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
383;"20060718";"20060718";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060728";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
384;"20060719";"20060722";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060721";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
385;"20060720";"20060721";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060723";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland"
386;"20060721";"20060722";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060814";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
387;"20060722";"20060722";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20060810";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
388;"20060723";"20060723";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060726";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
389;"20060724";"20060724";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20060813";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
390;"20060725";"20060728";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060728";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria"
391;"20060726";"20060726";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060815";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
392;"20060727";"20060727";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060816";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
393;"20060728";"20060728";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria";"20060816";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria"
395;"20060730";"20060730";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria";"20060818";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
396;"20060731";"20060731";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria";"20060819";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
397;"20060801";"20060801";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060802";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
398;"20060802";"20060802";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060823";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
399;"20060803";"20060803";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060808";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
400;"20060804";"20060805";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20060813";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
401;"20060805";"20060805";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20060813";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales"
402;"20060806";"20060807";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales";"20060821";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
403;"20060807";"20060807";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales";"20060812";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales"
404;"20060808";"20060809";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20060819";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
405;"20060809";"20060809";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20060908";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
406;"20060810";"20060810";6;"Lavender Bay_store";"7305 Humphrey Drive";"1 (11) 543 535-0151";"Lavender Bay                  ";"New South Wales";"20060817";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
407;"20060811";"20060811";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060819";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
408;"20060812";"20060813";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales";"20060823";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
409;"20060813";"20060813";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060822";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
410;"20060814";"20060814";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20060915";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
411;"20060815";"20060815";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060821";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
412;"20060816";"20060816";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060917";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
413;"20060817";"20060817";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20060826";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
414;"20060818";"20060819";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060909";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
415;"20060819";"20060819";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060906";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria"
416;"20060820";"20060821";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060825";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
417;"20060821";"20060821";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060906";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria"
418;"20060822";"20060822";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060910";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
419;"20060823";"20060823";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060828";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
420;"20060824";"20060825";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060904";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
421;"20060825";"20060825";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060914";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
422;"20060826";"20060827";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060911";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
423;"20060827";"20060827";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060908";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
424;"20060828";"20060828";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060926";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
425;"20060829";"20060829";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060925";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
426;"20060830";"20060830";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060915";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
427;"20060831";"20060831";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060916";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
428;"20060901";"20060902";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20060910";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
429;"20060902";"20060902";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060907";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
430;"20060903";"20060903";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20060912";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
431;"20060904";"20060904";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060912";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
432;"20060905";"20060906";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria";"20060912";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
433;"20060906";"20060906";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria";"20060914";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria"
434;"20060907";"20060908";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria";"20060910";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
435;"20060908";"20060908";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060913";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
436;"20060909";"20060909";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria";"20060917";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
437;"20060910";"20060910";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria";"20060915";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
438;"20060911";"20060912";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria";"20060920";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
439;"20060912";"20060912";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060920";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
440;"20060913";"20060914";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria";"20060914";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales"
441;"20060914";"20060914";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20060926";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
442;"20060915";"20060916";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales";"20060928";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
443;"20060916";"20060916";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales";"20060928";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
444;"20060917";"20060918";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20061006";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
445;"20060918";"20060918";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20061010";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
446;"20060919";"20060922";6;"Lavender Bay_store";"7305 Humphrey Drive";"1 (11) 543 535-0151";"Lavender Bay                  ";"New South Wales";"20060928";6;"Lavender Bay_store";"7305 Humphrey Drive";"1 (11) 543 535-0151";"Lavender Bay                  ";"New South Wales"
447;"20060920";"20060920";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20061002";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
448;"20060921";"20060922";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20061012";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
449;"20060922";"20060922";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20061010";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
450;"20060923";"20060926";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20061011";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
451;"20060924";"20060925";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20061015";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
452;"20060925";"20060926";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20061016";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
453;"20060926";"20060926";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20061012";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
454;"20060927";"20060928";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20061010";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
455;"20060928";"20060928";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20061012";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
456;"20060929";"20060929";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20061003";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
457;"20060930";"20060930";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20061008";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
458;"20061001";"20061001";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20061010";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
459;"20061002";"20061002";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20061018";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
460;"20061003";"20061003";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20061004";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
461;"20061004";"20061004";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20061007";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
462;"20061005";"20061006";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20061010";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
463;"20061006";"20061007";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20061016";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria"
464;"20061007";"20061010";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20061016";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
465;"20061008";"20061008";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20061014";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
466;"20061009";"20061010";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20061014";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
